Technical,Architecture Framework,The Open Group TOGAF 9 ,https://www.opengroup.org/certifications/togaf-individual-certification,"Knowledge of the TOGAF terminology, structure,basic concepts, and core principles of Enterprise Architecture and the TOGAF standard.",No,
Technical,Architecture Framework,Enterprise Architecture Foundations,https://www.linkedin.com/learning/enterprise-architecture-foundations?u=58256457,"This course breaks down an enterprise architect’s role in an organization, what a career in EA looks like, and how to integrate EA in your organization",Yes,
Technical,Architecture Framework,Enterprise Architecture in Practice,https://www.linkedin.com/learning/enterprise-architecture-in-practice?u=58256457,This course focuses on the practical applications of EA and steps through the technological transformation of a fictional company.,Yes,
Technical,Architecture Framework,ITIL 4 Foundation,https://www.axelos.com/certifications/itil-certifications/itil-foundation,"The ITIL 4 Foundation certification is designed as an introduction to ITIL 4 and enables candidates to look at IT service management through an end-to-end operating model for the creation, delivery and continual improvement of tech-enabled products and services.",No,
Technical,Architecture Framework,ITIL 4 Managing Professional,https://www.axelos.com/certifications/itil-certifications/itil-managing-professional-itil-4,"ITIL 4 Managing Professional (ITIL MP) is a stream of four modules that are part of ITIL 4, the next evolution of ITIL.

The four modules are: ITIL 4 Specialist Create, Deliver and Support; ITIL 4 Specialist Drive Stakeholder Value; ITIL 4 Specialist High-velocity IT; ITIL 4 Strategist Direct, Plan and Improve.",No,Advanced
Technical,Architecture Framework,ITIL,https://www.linkedin.com/learning/paths/improve-your-itil-skills?u=58256457,"This learning path is designed to prepare you for the popular Foundations certification, as well as provide advice on how to implement it in the real world, and generally better align IT services with the needs of your business.",Yes,
Technical,Cloud,AWS Solutions Architect Associate ,https://aws.amazon.com/certification/certified-solutions-architect-associate/,"The AWS Certified Solutions Architect - Associate examination is intended for individuals who perform a solutions architect role and have one or more years of hands-on experience designing available, cost-efficient, fault-tolerant, and scalable distributed systems on AWS.",No,
Technical,Cloud,AWS and Azure training,https://gehosting.io/education ,"AWS and Azure training available through ACloud Guru, existing offering from CoreTech",Yes,
Technical,Cloud,Microsoft Certified: Azure Administrator Associate,https://docs.microsoft.com/en-us/learn/certifications/azure-administrator ,"This exam certifies that candidates are subject matter experts on implementing, managing, and monitoring an organization’s Microsoft Azure environment",No,
Technical,Cloud,Prepare for the AWS Certified Solutions Architect (Associate) Exam (SAA-C01),https://www.linkedin.com/learning/paths/prepare-for-the-aws-certified-solutions-architect-associate-exam-saa-c02?u=58256457,"This course intends to allow you explore design concepts for serverless AWS services, learn how to design encryption with AWS services and discover how to configure the right services for your organization.",Yes,
Technical,Cloud,Prepare for the AWS Certified Solutions Architect - Associate Exam (SAA-C02),https://www.linkedin.com/learning/paths/prepare-for-the-aws-certified-solutions-architect-associate-exam-saa-c02?u=58256457,This learning path provides IT pros with existing foundational knowledge of the AWS platform with the skills needed to prepare for the AWS Certified Solutions Architect - Associate (SAA-C02) exam.,Yes,
Technical,Cloud,Prepare for AWS Solutions Architect – Professional Certification,https://www.linkedin.com/learning/paths/prepare-for-aws-solutions-architect-professional-certification?u=58256457,This learning path provides IT professionals who have working proficiency with the AWS platform with the skills they need to prepare for the AWS Certified Solutions Architect – Professional exam.,Yes,Advanced
Technical,Cloud,Prepare for the Microsoft Azure Administrator Exam (AZ-104),https://www.linkedin.com/learning/paths/prepare-for-the-microsoft-azure-administrator-exam-az-104?u=58256457,This learning path provides IT professionals who have existing knowledge of Azure infrastructure with the skills they need to prepare for the Microsoft Azure Administrator (AZ-104) certification exam.,Yes,
Technical,Cloud,Become an Azure Administrator,https://www.linkedin.com/learning/paths/become-an-azure-administrator?u=58256457,This learning path helps IT pros with an existing understanding of cloud computing to develop the administration skills they need to successfully manage and maintain an Azure environment.,Yes,
Technical,Software Development,AWS Certified Developer Associate,https://aws.amazon.com/certification/certified-developer-associate/,The AWS Certified Developer - Associate examination is intended for individuals who perform a development role and have one or more years of hands-on experience developing and maintaining an AWS-based application.,No,
Technical,Software Development,AWS Certified DevOps Engineer Professional,https://aws.amazon.com/certification/certified-devops-engineer-professional/,"The AWS Certified DevOps Engineer – Professional exam is intended for individuals who perform a DevOps engineer role with two or more years of experience provisioning, operating, and managing AWS environments",No,Advanced
Technical,Software Development,Become a DevOps Engineer,https://www.linkedin.com/learning/paths/become-a-devops-engineer?u=58256457,"This Learning Path helps you gain skills to work in DevOps. Learn about infrastucture automation, lean and agile transformation, security, monitoring, and site reliability engineering.",Yes,
Technical,Software Development,"Applying Lean, DevOps, and Agile to Your IT Organization",https://www.linkedin.com/learning/paths/applying-lean-devops-and-agile-to-your-it-organization?u=58256457,"This learning path allows you to explore lean, agile, and DevOps concepts; discover how you can put lean, agile, and DevOps concepts into practice in your organization; and learn from the experts.",Yes,
Technical,Software Development,DevOps,https://www.gebrilliantyou.com/new/details.html?title=79205,This course gives an introduction to DevOps model.,Yes,
Technical,Software Development,PCAP – Certified Associate in Python Programming,https://pythoninstitute.org/certification/pcap-certification-associate/,This certification is a professional credential that measures your ability to accomplish coding tasks related to the basics of programming in the Python language and the fundamental notions and techniques used in object-oriented programming.,No,
Technical,Software Development,Prepare for the AWS Certified Developer Associate Exam,https://www.linkedin.com/learning/paths/prepare-for-the-aws-certified-developer-associate-exam?u=58256457,This training path allows you to learn the basics of AWS development; develop and deploy secure applications to AWS; and write sustainable code that is secure and optimized for AWS.,Yes,
Technical,Software Development,Developing Applications and Automating Workflows using Cisco Core Platforms (DEVASC),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/developing-applications-and-automating-workflows-using-cisco-core-platforms-devasc.html,"The Developing Applications and Automating Workflows Using Cisco Platforms (DEVASC) v1.0 course helps you prepare for Cisco® DevNet Associate certification and for associate-level network automation engineer roles. You will learn how to implement basic network applications using Cisco platforms as a base, and how to implement automation workflows across network, security, collaboration, and computing infrastructure.",No,
Technical,Software Development,Prepare for AWS DevOps Engineer (Professional) Certification,https://www.linkedin.com/learning/paths/prepare-for-aws-devops-engineer-professional-certification?u=58256457,This learning path provides IT professionals who have an existing foundational knowledge of the AWS platform with the skills they need to earn the AWS Certified DevOps Engineer – Professional certification.,Yes,
Technical,Software Development,Developing Applications Using Cisco Core Platforms and APIs (DEVCOR),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/developing-applications-using-cisco-core-platforms-and-apis-devcor.html,"The Developing Applications Using Cisco Core Platforms and APIs (DEVCOR) v1.0 course helps you prepare for Cisco DevNet Professional certification and for professional-level network automation engineer roles. You will learn how to implement network applications using Cisco® platforms as a base, from initial software design to diverse system integration, as well as testing and deployment automation. The course gives you hands-on experience solving real world problems using Cisco Application Programming Interfaces (APIs) and modern development tools.",No,Advanced
Technical,Software Development,Implementing Automation for Cisco Enterprise Solutions (ENAUI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-automation-for-cisco-enterprise-solutions-enaui.html,"The Implementing Automation for Cisco Enterprise Solutions (ENAUI) v1.1 course teaches you how to integrate programmability and automation in the Cisco®-powered Enterprise Campus and Wide Area Network (WAN) using programming concepts, orchestration, telemetry, and automation tools to create more efficient workflows and more agile networks. ",No,Advanced
Technical,Software Development,Implementing Automation for Cisco Collaboration Solutions (CLAUI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-automation-for-cisco-collaboration-solutions-claui.html,"The Implementing Automation for Cisco Collaboration Solutions (CLAUI) v1.0 course teaches you how to implement Cisco® Collaboration automated, programmable solutions for voice, video, collaboration, and conferencing on-premises or in the cloud.",No,Advanced
Technical,Software Development,Implementing Automation for Cisco Data Center Solutions (DCAUI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-automation-for-cisco-data-center-solutions-dcaui.html,"The Implementing Automation for Cisco Data Center Solutions (DCAUI) v1.0 course teaches you how to implement Cisco® Data Center automated solutions including programming concepts, orchestration, and automation tools.",No,Advanced
Technical,Software Development,Implementing Automation for Cisco Service Provider Solutions (SPAUI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-automation-for-cisco-service-provider-solutions-spaui.html,"The Implementing Automation for Cisco Service Provider Solutions (SPAUI) v1.0 course prepares you to implement and support automation solutions in a Service Provider network infrastructure, using network programmability principles, protocols, tools, and mechanisms.",No,Advanced
Technical,Software Development,Implementing Automation for Cisco Security Solutions (SAUI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-automation-for-cisco-security-solutions-saui.html,The Implementing Automation for Cisco Security Solutions (SAUI) v1.0 course teaches you how to design advanced automated security solutions for your network,No,Advanced
Technical,Software Development,Implementing DevOps Solutions and Practices using Cisco Platforms (DEVOPS),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-devops-solutions-and-practices-using-cisco-platforms-devops.html,"The Implementing DevOps Solutions and Practices Using Cisco Platforms (DEVOPS) v1.0 course teaches you how to automate application deployment, enable automated configuration, enhance management, and improve scalability of cloud microservices and infrastructure processes on Cisco® platforms. ",No,Advanced
Technical,Software Development,Developing Solutions using Cisco IoT and Edge Platforms (DEVIOT),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/developing-solutions-using-cisco-iot-and-edge-platforms-deviot.html,The Developing Solutions Using Cisco IoT and Edge Platforms (DEVIOT) v1.0 course prepares you to develop Internet of Things (IoT) applications for Cisco® IoT edge compute and network architecture.,No,Advanced
Technical,Software Development,Developing Applications for Cisco Webex and Webex Devices (DEVWBX),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/developing-applications-for-cisco-webex-and-webex-devices-devwbx.html,"The Developing Applications for Cisco Webex and Webex Devices (DEVWBX) v1.0 course prepares you to use the programmability features of Webex®, Cisco® enterprise solution for video conferencing, online meetings, online training, webinars, web conferencing, cloud calling, and collaboration.",No,Advanced
Technical,Software Development,Become a Python Developer,https://www.linkedin.com/learning/paths/become-a-python-developer?u=58256457,"This training path allows you to learn industry standard practices, create practical applications through hands-on practice, and apply your knowledge to land a job as a Python programmer.",Yes,
Technical,Software Development,Advance Your Skills in Python,https://www.linkedin.com/learning/paths/advance-your-skills-in-python?u=58256457,In this learning path you will learn to utilize the power of object-oriented programming; determine the most effective data structures for your use case; leverage the efficiency of algorithms; deep-dive the Python standard library to keep your code lean; learn best practices for coding in Python.,Yes,
Technical,Software Development,Python Programming pt 1,https://www.gebrilliantyou.com/new/details.html?title=79597,This is intended for beginners to learn rudimentary programming skills with one of the most popular software languages.,Yes,
Technical,Software Development,Python Programming pt 2,https://www.gebrilliantyou.com/new/details.html?title=79598,This is intended for beginners to learn rudimentary programming skills with one of the most popular software languages.,Yes,
Technical,Software Development,Python Programming pt 3,https://www.gebrilliantyou.com/new/details.html?title=79599,This is intended for beginners to learn rudimentary programming skills with one of the most popular software languages.,Yes,
Technical,Software Development,Python Programming pt 4,https://www.gebrilliantyou.com/new/details.html?title=79600,This is intended for beginners to learn rudimentary programming skills with one of the most popular software languages.,Yes,
Technical,Software Development,Python 101: Getting off the Ground,https://www.gebrilliantyou.com/new/details.html?title=1002705,A beginners guide to coding with python.,Yes,
Technical,Software Development,Prepare for the Red Hat Certified Engineer (EX294) Exam,https://www.linkedin.com/learning/paths/prepare-for-the-red-hat-certified-engineer-ex294-exam?u=58256457,The Red Hat Certified Engineer exam for Red Hat Enterprise Linux 8 (EX294) measures your ability to manage multiple systems using Red Hat Ansible Engine and execute common system administration tasks with Ansible. This learning path covers objectives from each domain to prepare you for the exam.,Yes,
Technical,Software Development,Red Hat System Administration I (RH124),https://www.redhat.com/en/services/training/rh124-red-hat-system-administration-i,"Red Hat System Administration I (RH124) equips you with Linux® administration ""survival skills"" by focusing on foundational Linux concepts and core tasks. You will learn how to apply command-line concepts and enterprise-level tools, starting you on your journey toward becoming a full-time Linux system administrator. ",No,
Technical,Software Development,Red Hat System Administration II (RH134),https://www.redhat.com/en/services/training/rh134-red-hat-system-administration-ii,Red Hat System Administration II (RH134) serves as the second part of the RHCSA training track for IT professionals who have taken Red Hat System Administration I (RH124). ,No,Advanced
Technical,Software Development,RHCSA Rapid Track course with exam (RH200),https://www.redhat.com/en/services/training/rh200-rhcsa-rapid-track-course-exam,"The RHCSA Rapid Track course with exam (RH200) combines Red Hat System Administration I (RH124) and Red Hat System Administration II (RH134), reviewing the tasks at an accelerated pace. ",No,
Technical,Software Development,Red Hat DO410 - Automation with Ansible and Ansible Tower,https://www.redhat.com/en/services/training/do410-automation-ansible-and-ansible-tower?section=Outcomes,"This course develops the skills needed to efficiently operate and more easily scale the organization's dynamic IT infrastructure, accelerate application time to value, and rapidly adapt and implement needed innovation through DevOps practices. ",No,Advanced
Technical,Software Defined Network,Certified Technical Associate – Network Virtualization 2020 ,https://www.vmware.com/education-services/certification/vcta-nv.html,"The Associate VMware Network Virtualization Exam validates a candidate's basic knowledge of VMware NSX platform, NSX terminology and navigation of NSX graphical user interface(s).",No,
Technical,Software Defined Network,Deploying Cisco SD-Access (ENSDA) v1.1,https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/deploying-cisco-sd-access-ensda.html,The Deploying Cisco SD-Access (ENSDA) v1.1 course teaches you how to successfully deploy the Cisco® Software-Defined Access (SD-Access) solution in your enterprise network.,No,Advanced
Technical,Software Defined Network,Cisco SD-WAN Operation and Deployment (ENSDW) v1.0,https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/software-defined-wan-operation-and-deployment-ensdw.html,"The Cisco SD-WAN Operation and Deployment (ENSDW) v1.0 course provides an overview of the Cisco® Software-Defined WAN (SD-WAN) solution and SD-WAN components. You will learn how to create, manage, and operate a secure extensible network using Cisco SD-WAN products.",No,
Technical,Software Defined Network,NSO Essentials for Programmers and Network Architects (NSO201) v4.0,https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/nso-essentials-for-programmers-and-network-architects-nso201.html,The Cisco NSO Essentials for Programmers and Network Architects (NSO201) v. 4.0 course introduces you to Cisco® Network Services Orchestrator (NSO). You will learn to install Cisco NSO and use it to manage devices and create services based on YANG templates with XPath.,No,
Technical,Software Defined Network,Engineering Cisco Meraki Solutions Part 1 (ECMS1) v1.1,https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/engineering-cisco-meraki-solutions-part-1-ecms1.html,The Engineering Cisco Meraki Solutions Part 1 (ECMS1) v1.1 course equips you with the knowledge and skills to confidently operate Cisco Meraki solutions as a unified management system of an entire network from a centralized dashboard,No,
Technical,Software Defined Network,Engineering Cisco Meraki Solutions Part 2 (ECMS2) v1.0,https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/engineering-cisco-meraki-solutions-part-2-ecms2.html,"The course, Engineering Cisco Meraki Solutions Part 2 (ECMS2) v1.0 elevates your knowledge of Cisco® Meraki™ technology. In this advanced technical training course, you’ll learn how to plan for network deployments and integrations using the Cisco Meraki platform.",No,Advanced
Technical,Software Defined Network,Palo Alto Firewall 9.1 Essentials: Configuration and Management,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-210-9x-datasheet.pdf,"The Palo Alto Networks Firewall 10.0 Essentials: Configuration and Management (EDU-210) course is five days of instructor-led training that will enable you to:

* Configure and manage the essential features of Palo Alto Networks® next-generation firewalls
* Configure and manage GlobalProtect™ to protect systems that are located outside of the data center perimeter
* Configure and manage firewall high availability
Monitor network traffic using the interactive web interface and firewall reports",No,
Technical,Security,Palo Alto Firewall 9.1: Troubleshooting,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-330-9x-datasheet.pdf,In this course you will: Investigate networking issues using advanced firewall tools including the CLI; analyze advanced logs to resolve various real-life scenarios; solve advanced routing scenario challenges; and follow proven troubleshooting methodologies specific to individual features,No,Advanced
Technical,Security,Panorama 9.1: Managing Firewalls at Scale,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-220-9x-datasheet.pdf,"This course will help students to gain in-depth knowledge about how
to configure and manage their Palo Alto Networks Panorama
management server. Administrators who complete this course should
be familiar with the Panorama management server’s role in managing
and securing their overall network",No,Advanced
Technical,Security,Panorama 10.0: Managing Firewalls at Scale,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-220-10x-datasheet.pdf,This course should help students to gain in-depth knowledge about how to configure and manage their Palo Alto Networks Panorama management server. Administrators that complete this course should become familiar with the Panorama management server’s role in managing and securing their overall network.,No,Advanced
Technical,Security,Palo Alto Firewall 10.0 Essentials: Configuration and Management ,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-210-10x-datasheet.pdf,"Successful completion of this five-day, instructor-led course should enhance the
student’s understanding of how to configure and manage Palo Alto Networks NextGeneration Firewalls. The course includes hands-on experience configuring, managing, and monitoring a firewall in a lab environment. ",No,
Technical,Security,Palo Alto Firewall 10.0: Troubleshooting ,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-330-10x-datasheet.pdf,"Successful completion of this three-day, instructor-led course will enhance the
participant’s understanding of how to troubleshoot the full line of Palo Alto Networks Next-Generation Firewalls",No,Advanced
Technical,Security,Palo Alto Firewall 10.0: Optimizing Firewall Threat Prevention,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-214-10x-datasheet.pdf,"Successful completion of this three-day, instructor-led course will assist the student in being able to manage and maintain an existing Palo Alto Networks Firewall protected environment. The student will learn how to improve non-greenfield environments and will be better equipped at ensuring configurations match security best practice.",No,
Technical,Security,Prisma Access- Consistent Security Everywhere,https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/datasheets/education/edu-318-prisma-access.pdf,"Successful completion of this three-day, instructor-led course will help enhance your understanding of how to better protect your applications, remote networks, and mobile users using a SASE implementation",No,
Technical,Security,Become a CompTIA Security+ Certified Security Professional,https://www.linkedin.com/learning/paths/become-a-comptia-security-plus-certified-security-professional?u=58256457,In this learning path you will: learn basic IT security concepts and best practices; identify security threats and learn how to defend against them; and prepare for and pass the CompTIA Security+ (SY0-501) exam.,Yes,
Technical,Security,Prepare for the Certified Information Systems Security Professional (CISSP) Exam,https://www.linkedin.com/learning/paths/prepare-for-the-certified-information-systems-security-professional-cissp-exam?u=58256457,This learning path helps IT security professionals prepare for and pass the challenging Certified Information Systems Security Professional (CISSP) exam from (ISC)². Each course in this path maps to one of eight domains from the CISSP Body of Knowledge. ,Yes,
Technical,Security,Palo Alto Online Training ,https://www.paloaltonetworks.com/services/education/digital-learning,"On Demand free cybersecurity learning library covering the fundamentals, Strata, Prisma, Cortex and Tools and Utilities such as Expedition",Yes,
Technical,Network,Implementing and Operating Cisco Enterprise Network Core Technologies (ENCOR) ,https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-and-operating-cisco-enterprise-network-core-technologies-encor.html,"The Implementing and Operating Cisco Enterprise Network Core Technologies (ENCOR) v1.0 course gives you the knowledge and skills needed to configure, troubleshoot, and manage enterprise wired and wireless networks. You’ll also learn to implement security principles within an enterprise network and how to overlay network design by using solutions such as SD-Access and SD-WAN.",No,Advanced
Technical,Network,Implementing Cisco Enterprise Advanced Routing and Services (ENARSI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-cisco-enterprise-advanced-routing-and-services-enarsi.html,"The Implementing Cisco Enterprise Advanced Routing and Services (ENARSI) v1.0 gives you the knowledge you need to install, configure, operate, and troubleshoot an enterprise network. This course covers advanced routing and infrastructure technologies, expanding on the topics covered in the Implementing and Operating Cisco Enterprise Network Core Technologies (ENCOR) v1.0 course.",No,Advanced
Technical,Network,Implementing Cisco SD-WAN Solutions (SDWAN300),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-cisco-sd-wan-solutions-sdwan300.html,"The Implementing Cisco SD-WAN Solutions (SDWAN300) v1.0 course gives you deep-dive training about how to design, deploy, configure, and manage your Cisco® Software-Defined WAN (SD-WAN) solution in a large-scale live network, including how to migrate from legacy WAN to SD-WAN. You will learn best practices for configuring routing protocols in the data center and the branch, as well as how to implement advanced control, data, and application-aware policies. The course also covers SD-WAN deployment and migration options, placement of controllers, how to deploy and replace edge devices, and how to configure Direct Internet Access (DIA) breakout",No,Advanced
Technical,Network,Designing Cisco Enterprise Networks (ENSLD),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/designing-cisco-enterprise-networks-ensld.html,The Designing Cisco Enterprise Networks (ENSLD) v1.0 course gives you the knowledge and skills you need to design an enterprise network. This course serves as a deep dive into enterprise network design and expands on the topics covered in the Implementing and Operating Cisco® Enterprise Network Core Technologies (ENCOR) v1.0 course.,No,Advanced
Technical,Network,Designing Cisco Enterprise Wireless Networks (ENWLSD),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/designing-cisco-enterprise-wireless-networks-enwlsd.html,The Designing Cisco Enterprise Wireless Networks (ENWLSD) v1.0 course gives you the knowledge you need to design Cisco® wireless networks. The course covers design specifics from scenario design concepts through the installation phase and into post-deployment validation.,No,Advanced
Technical,Network,Implementing Cisco Enterprise Wireless Networks (ENWLSI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-cisco-enterprise-wireless-networks-enwlsi.html,"The Implementing Cisco Enterprise Wireless Networks (ENWLSI) v1.1 course gives you the knowledge and skills needed to create a secure wireless network infrastructure and troubleshoot any related issues. You’ll learn how to implement and fortify a wireless network infrastructure using Cisco Identity Service Engine (ISE), Cisco Prime Infrastructure (PI), and Cisco Connect Mobile Experience to monitor and troubleshoot network issues.",No,Advanced
Technical,Network,Implementing Automation for Cisco Enterprise Solutions (ENAUI),https://www.cisco.com/c/en/us/training-events/training-certifications/training/training-services/courses/implementing-automation-for-cisco-enterprise-solutions-enaui.html,"The Implementing Automation for Cisco Enterprise Solutions (ENAUI) v1.1 course teaches you how to integrate programmability and automation in the Cisco®-powered Enterprise Campus and Wide Area Network (WAN) using programming concepts, orchestration, telemetry, and automation tools to create more efficient workflows and more agile networks.",No,Advanced
